"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x98448589","x1388216157472239621",2021-04-30 19:38:18,"wheresrosinow","@ggadventures We can't produce them, there's a world shortage and because of contracts Trump signed with drug companies, U.S. can't sell us any. So 2 months between shots. It's worrysome for immune compromised people.","Twitter for Android",203,"x1388081365732691969","x14368485","ggadventures",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x14368485","ggadventures","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/wheresrosinow/status/1388216157472239621","rositta","Citizen of the World","Some days I wish I could slay the RA dragon. Lung cancer survivor. I'm never going to give up. Retweets do not necessarily reflect my opinion.",,FALSE,324,701,15,19510,3214,2009-12-21 19:10:43,FALSE,,,,,"http://abs.twimg.com/images/themes/theme8/bg.gif","http://pbs.twimg.com/profile_images/2103346854/Rositta_Profile_normal.jpg"
"x1282752219691905024","x1388213427290533889",2021-04-30 19:27:27,"SanjayK48181470","Bulk Drug prices are skyrocketing - essential pharma products to battle Covid eg Paracetamol, Azithromycin&amp; Doxycycline are in acute shortage. Time for GoI to intervene n help. @PMOIndia @narendramodi @PiyushGoyal @rajeshgupta7794 @Sikribr @ianuragthakur @jairamthakurbjp","Twitter for iPhone",275,,,,FALSE,FALSE,0,1,,,,,,,,,,,,,,,,"x471741741 x18839785 x1324334436 x751999569853091840 x2879961566 x381949397 x387410291","PMOIndia narendramodi PiyushGoyal rajeshgupta7794 Sikribr ianuragthakur jairamthakurbjp","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/491eb6c6e06f3ebc.json","Nalagarh","Nalagarh, India","city","India","IN","NA NA","NA NA","76.6031127 76.9029715 76.9029715 76.6031127 30.9027558 30.9027558 31.2401936 31.2401936","https://twitter.com/SanjayK48181470/status/1388213427290533889","Sanjay Khurana","Himachal Pradesh, India","President BBN Industries Association Baddi HP , Director , Baddi Foils Pvt Ltd.","https://t.co/yuTuMxRJ2T",FALSE,29,33,0,65,33,2020-07-13 19:02:34,FALSE,"https://t.co/yuTuMxRJ2T","http://www.baddifoils.com",,,,"http://pbs.twimg.com/profile_images/1358451296659931136/Xum8bUgT_normal.jpg"
"x1593699884","x1388209928041467907",2021-04-30 19:13:33,"Sanakhan_m","@ilmiaijaz Another drug, Pirfenex, is going to be in shortage soon. Good thing is some are panicking on day 1 of fever now.","Twitter for Android",112,"x1388208859190202372","x2162158730","ilmiaijaz",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x2162158730","ilmiaijaz","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Sanakhan_m/status/1388209928041467907","SK","India","Learner | Adventure Seeker | Amateur Photographer | Keeping It Real | Former Journalist @ RSTV, TV Today, NewsX, WION, India Ahead |",,FALSE,8376,2692,31,20653,6888,2013-07-14 15:54:43,FALSE,,,,"https://pbs.twimg.com/profile_banners/1593699884/1605554916","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1327641207929851905/F_i31uEo_normal.jpg"
"x1387063849489211403","x1388208426535329793",2021-04-30 19:07:35,"If_only_u_knew1","@JackPosobiec No, there's an American sterilization drug shortage...","Twitter for Android",54,"x1388208117847056393","x592730371","JackPosobiec",FALSE,FALSE,26,0,,,,,,,,,,,,,,,,"x592730371","JackPosobiec","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/If_only_u_knew1/status/1388208426535329793","That Guy","United States","Common sense guy who loves to point out hypocrisy, especially liberal hypocrisy.
I prefer dangerous freedom over peaceful slavery
-Thomas Jefferson -",,FALSE,95,305,0,245,122,2021-04-27 15:19:39,FALSE,,,,"https://pbs.twimg.com/profile_banners/1387063849489211403/1619537210",,"http://pbs.twimg.com/profile_images/1387064232559185923/ZY3xD2Of_normal.jpg"
"x248795591","x1388205733062250502",2021-04-30 18:56:53,"JHead89","@noangelforme @AdamMantine @davidhogg111 O so you face long waiting lists, shortages of equipment, outdated drugs, and endemic staff shortages.","Twitter for iPhone",102,"x1388179424856580098","x128586397","noangelforme",FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"x128586397 x887172618809253888 x1915033663","noangelforme AdamMantine davidhogg111","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JHead89/status/1388205733062250502","Jordan Head","Owensboro, KY","Touched down in 89' #KentucykLegend #BBN #JETS #2Bears1Cave Joe Dirt is the greatest movie off all time...Danielle, Haidyn, & Harlyn",,FALSE,257,695,5,2939,889,2011-02-07 18:58:51,FALSE,,,,"https://pbs.twimg.com/profile_banners/248795591/1533086401","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1119332771091177472/WmwWLfpL_normal.jpg"
"x146109633","x1388203502913003526",2021-04-30 18:48:01,"drvinitkr","@purviparwani if lft rft is normal just give it.. may due to shortage of drug they are downplaying the role of  remdisivir.. it works actually","Twitter Web App",128,"x1388201499352649729","x152411579","purviparwani",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x152411579","purviparwani","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/drvinitkr/status/1388203502913003526","vinit kumar MD DM","kanpur ","DM( cardiolgy) #LPS INSTITUTE OF CARDIOLOGY  kanpur# roger fedrer fan# messi# fitness freak",,FALSE,88,1051,0,851,678,2010-05-20 16:28:04,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1375129868644409346/SR1j521Z_normal.jpg"
"x97863902","x1388199160340484101",2021-04-30 18:30:45,"Rolo_Tamasi","@the_mekon @Mo0gster @strandedatsea @mechanic_mrs @HorshamGardener @afneil @theSNP Remain was the lies.

Immediate economic shock
Emergency budget
Recession
820,000 job fall
4,300pa income loss
The City leaves
10 years for trade deals
Higher tariffs
No deal
No medical isotopes
Food shortages
Drug shortages
Airbus leave
Nissan leave
Aircraft stop
War in EU
etc.","Twitter for Android",280,"x1388066447268667393","x1264927293044133889","the_mekon",FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"x1264927293044133889 x234355031 x186520006 x969173518536597504 x82962350 x136004952 x77821953","the_mekon Mo0gster strandedatsea mechanic_mrs HorshamGardener afneil theSNP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Rolo_Tamasi/status/1388199160340484101","Rolo Tamasi","Views expressed are yours","Denialism is a person's choice to deny verifiable reality as a way to avoid a psychologically uncomfortable truth

Denialism is an irrational action.",,FALSE,3013,1724,27,254863,38373,2009-12-19 09:24:50,FALSE,,,,"https://pbs.twimg.com/profile_banners/97863902/1459201742","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/462535576562827264/-e33m0d7_normal.jpeg"
"x97863902","x1386086477910663169",2021-04-24 22:35:43,"Rolo_Tamasi","@anniehlfc @jamesmarshall5 @afneil What about -

Immediate economic shock
Emergency budget
Recession
820,000 job fall
4,300pa income loss
The City leaves
10 years for trade deals
Higher tariffs
No deal
No medical isotopes
Food shortages
Drug shortages
Airbus leave
Nissan leave
Aircraft stop
War in EU
etc?","Twitter for Android",272,"x1386077462069579776","x78388539","annef_anniehlfc",FALSE,FALSE,7,3,,,,,,,,,,,,,,,,"x21336320 x136004952","jamesmarshall5 afneil","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Rolo_Tamasi/status/1386086477910663169","Rolo Tamasi","Views expressed are yours","Denialism is a person's choice to deny verifiable reality as a way to avoid a psychologically uncomfortable truth

Denialism is an irrational action.",,FALSE,3013,1724,27,254863,38373,2009-12-19 09:24:50,FALSE,,,,"https://pbs.twimg.com/profile_banners/97863902/1459201742","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/462535576562827264/-e33m0d7_normal.jpeg"
"x97863902","x1386237491938725892",2021-04-25 08:35:47,"Rolo_Tamasi","@LordEquity @jamesmarshall5 @afneil Blindingly obvious

Immediate economic shock
Emergency budget
Recession
820,000 job fall
4,300pa income loss
The City leaves
10 years for trade deals
Higher tariffs
No deal
No medical isotopes
Food shortages
Drug shortages
Airbus leave
Nissan leave
Aircraft stop
War in EU
etc","Twitter for Android",277,"x1386236724892901377","x1267717887852253185","LordEquity",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1267717887852253185 x21336320 x136004952","LordEquity jamesmarshall5 afneil","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Rolo_Tamasi/status/1386237491938725892","Rolo Tamasi","Views expressed are yours","Denialism is a person's choice to deny verifiable reality as a way to avoid a psychologically uncomfortable truth

Denialism is an irrational action.",,FALSE,3013,1724,27,254863,38373,2009-12-19 09:24:50,FALSE,,,,"https://pbs.twimg.com/profile_banners/97863902/1459201742","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/462535576562827264/-e33m0d7_normal.jpeg"
"x97863902","x1385936345307262977",2021-04-24 12:39:08,"Rolo_Tamasi","@campbellclaret Not to mention the-

Immediate economic shock
Emergency budget
Recession
820,000 job fall
4,300pa income loss
The City leaves
10 years for trade deals
Higher tariffs
No deal
No medical isotopes
Food shortages
Drug shortages
Airbus leave
Nissan leave
Aircraft stop
War in EU
etc","Twitter for Android",278,"x1385879316920156161","x19644592","campbellclaret",FALSE,FALSE,7,2,,,,,,,,,,,,,,,,"x19644592","campbellclaret","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Rolo_Tamasi/status/1385936345307262977","Rolo Tamasi","Views expressed are yours","Denialism is a person's choice to deny verifiable reality as a way to avoid a psychologically uncomfortable truth

Denialism is an irrational action.",,FALSE,3013,1724,27,254863,38373,2009-12-19 09:24:50,FALSE,,,,"https://pbs.twimg.com/profile_banners/97863902/1459201742","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/462535576562827264/-e33m0d7_normal.jpeg"
"x793377818096857090","x1388070674493751296",2021-04-30 10:00:12,"GVS_News","Muslims in India are turning mosques and schools into COVID care facilities to help patients as the country faces a shortage of hospital beds, oxygen, and critical drugs.
https://t.co/cBODk3KzNW","Twitter Web App",194,,,,FALSE,FALSE,6,4,,,,,"globalvillagespace.com/muslims-help-i<U+2026>","https://t.co/cBODk3KzNW","https://www.globalvillagespace.com/muslims-help-india-as-they-turn-mosques-schools-into-covid-centers/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/GVS_News/status/1388070674493751296","Global Village Space","","Platform to promote dialogue & present shades of opinion to enhance understanding. We encourage our writers to be respectfully irreverent & readers be tolerant.","https://t.co/jgaKSHsdrg",FALSE,21201,397,66,48508,1022,2016-11-01 09:03:07,FALSE,"https://t.co/jgaKSHsdrg","http://www.globalvillagespace.com",,"https://pbs.twimg.com/profile_banners/793377818096857090/1481222103","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1261712480667123712/Ew16OsM6_normal.jpg"
"x793377818096857090","x1388198970673958913",2021-04-30 18:30:00,"GVS_News","Muslims in India are turning mosques and schools into COVID care facilities to help patients as the country faces a shortage of hospital beds, oxygen, and critical drugs.

https://t.co/cBODk42aFu","TweetDeck",195,,,,FALSE,FALSE,6,3,,,,,"globalvillagespace.com/muslims-help-i<U+2026>","https://t.co/cBODk42aFu","https://www.globalvillagespace.com/muslims-help-india-as-they-turn-mosques-schools-into-covid-centers/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/GVS_News/status/1388198970673958913","Global Village Space","","Platform to promote dialogue & present shades of opinion to enhance understanding. We encourage our writers to be respectfully irreverent & readers be tolerant.","https://t.co/jgaKSHsdrg",FALSE,21201,397,66,48508,1022,2016-11-01 09:03:07,FALSE,"https://t.co/jgaKSHsdrg","http://www.globalvillagespace.com",,"https://pbs.twimg.com/profile_banners/793377818096857090/1481222103","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1261712480667123712/Ew16OsM6_normal.jpg"
"x18159520","x1388197059270828035",2021-04-30 18:22:25,"jingado","Doctors are prescribing such varied and mostly ineffective drugs causing mass hysteria, panic and shortage of medicines. SC thinks unless you're a doctor or expert, you should just shut up and watch everyone die https://t.co/7np8qCPOtS","Twitter for Android",211,,,,TRUE,FALSE,0,0,,,,,"twitter.com/Nehrr_who/stat<U+2026>","https://t.co/7np8qCPOtS","https://twitter.com/Nehrr_who/status/1388144454070984705",,,,,,,,,,,"en","x1388144454070984705","Plz read till the end<U+0001F602><U+0001F602> https://t.co/lP5Asefhvn",2021-04-30 14:53:22,"Twitter for Android",4319,755,"x1194818879995826176","Nehrr_who","nehr_who 2.0",31013,98,791,"Jupiter ","I mostly post Meme here.

Alt Account - @Nher_who",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jingado/status/1388197059270828035","AB","Pitcairn Island","---------------------------------------------------------------------------------",,FALSE,187,702,14,40008,54871,2008-12-16 09:36:41,FALSE,,,,"https://pbs.twimg.com/profile_banners/18159520/1353594983","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/1251018268581584901/wWBb-FsA_normal.jpg"
