"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1140651061893566466","x1394389046236000265",2021-05-17 20:27:09,"stay_human1","Look, they've had chronic shortage of medicines and  medical equipment, no scanning machines for staging cancers. No radiotherapy equipment and minimal chemo drugs for years.
But if this is what gets people's attention..  https://t.co/gU9ViXWnsy","Twitter Web App",223,,,,TRUE,FALSE,1,0,,,,,"twitter.com/mehdirhasan/st<U+2026>","https://t.co/gU9ViXWnsy","https://twitter.com/mehdirhasan/status/1394359962093096961",,,,,,,,,,,"en","x1394359962093096961","Horrifying. It was bad enough when Palestinians in Gaza weren<U+2019>t able to get vaccinated, but now to reportedly lose their only coronavirus testing lab is...  beyond words. https://t.co/zZIIAno2v4",2021-05-17 18:31:35,"Twitter for iPhone",24545,14189,"x130557513","mehdirhasan","Mehdi Hasan",1094667,3320,93245,"Washington DC","Host, @mehdihasanshow on @MSNBC and NBC's @peacockTV",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/stay_human1/status/1394389046236000265","Even The Strongest Arms Grow Weary","Clown Planet","Burned out before it was cool.

Left my <U+2764><U+FE0F> in <U+0001F1F5><U+0001F1F8>

Always go in the opposite direction to the tour bus.",,FALSE,575,1368,1,7766,23558,2019-06-17 16:03:00,FALSE,,,,"https://pbs.twimg.com/profile_banners/1140651061893566466/1619613545","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1390357513506369542/4uBaClpf_normal.jpg"
"x17824265","x1394385986990321672",2021-05-17 20:15:00,"ColoSenGOP","ICYMI: Read @SenDennisHisey's op-ed on Democratic legislation that may result in medication shortages due to arbitrary price caps.

""...this bill has the potential to make critical drugs completely unavailable to the Coloradans at any price...""
https://t.co/o8WANiVSoo","TweetDeck",268,,,,FALSE,FALSE,2,2,,,,,"canoncitydailyrecord.com/2021/05/10/sen<U+2026>","https://t.co/o8WANiVSoo","https://www.canoncitydailyrecord.com/2021/05/10/sen-dennis-hisey-bill-could-make-critical-drugs-completely-unavailable/",,,,,,,,,"x1082388397094723584","SenDennisHisey","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ColoSenGOP/status/1394385986990321672","Colorado Senate Republicans","Colorado State Capitol, Denver","The official Twitter page for the Colorado Senate Republicans. Tweets by staff (@sagenaumann). #COpolitics","https://t.co/cGlSddOPFO",FALSE,12908,56,393,17529,357,2008-12-03 01:02:48,TRUE,"https://t.co/cGlSddOPFO","http://www.ColoradoSenateRepublicans.com/",,"https://pbs.twimg.com/profile_banners/17824265/1607467869","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1336443219039514625/zlz1Qyff_normal.jpg"
"x1318096204404645890","x1394385976366034949",2021-05-17 20:14:57,"Usman_io","@shreyavajpai @janiceseq85 @tiscatime @hiyer @Cipla_Global why is there shortage of essential drugs? Please make them on priority and distribute!","Twitter for iPhone",100,"x1394356586252947457","x158318652","shreyavajpai",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x158318652 x102031596 x124382464 x17569478 x707860258132103168","shreyavajpai janiceseq85 tiscatime hiyer Cipla_Global","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Usman_io/status/1394385976366034949","USMAN","Mars ","@incindia @iyc #SOSIYC For COVID emergencies.","https://t.co/zCRiQdxmDn",FALSE,7,106,0,745,1915,2020-10-19 07:46:52,FALSE,"https://t.co/zCRiQdxmDn","http://usman.sagri.co.in",,"https://pbs.twimg.com/profile_banners/1318096204404645890/1604035039",,"http://pbs.twimg.com/profile_images/1393851806392864773/EVi9Oj83_normal.jpg"
"x1296102530464743427","x1394385015128088579",2021-05-17 20:11:08,"Issashame1","@702_ty @AP It really isnt

https://t.co/xu8BE6lcAc","Twitter for iPhone",40,"x1394297594990534657","x296511137","702_ty",FALSE,FALSE,0,0,,,,,"outsourcing-pharma.com/Article/2014/0<U+2026>","https://t.co/xu8BE6lcAc","https://www.outsourcing-pharma.com/Article/2014/01/23/Confusion-over-lethal-injection-drug-shortage-status",,,,,,,,,"x296511137 x51241574","702_ty AP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Issashame1/status/1394385015128088579","Issa <U+0001F3F3><U+FE0F><U+200D><U+0001F308>","","I didn<U+2019>t mean to hurt your feelings <U+2728>Maybe you<U+2019>re just crazy <U+2728>",,FALSE,233,523,0,5794,20026,2020-08-19 15:11:48,FALSE,,,,"https://pbs.twimg.com/profile_banners/1296102530464743427/1616552141",,"http://pbs.twimg.com/profile_images/1296329603041185792/fcptvyBi_normal.jpg"
"x1373558167","x1394377977169944576",2021-05-17 19:43:10,"blackirishscorp","@ChrisJansing Why is there a shortage of lethal injection drugs?","Twitter for iPhone",50,"x1394376486900097032","x238259855","ChrisJansing",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x238259855","ChrisJansing","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/blackirishscorp/status/1394377977169944576","<U+0001F525>MyBodyMySelfDetermination<U+0001F525>","United States","Mom of a richly diverse fam. #FactsMatter Demand TRUTH & JUSTICE FOR ALL. Grassroots Comm Organizer & Pol Strategist #VoteHimOut",,FALSE,277,1120,2,22892,54239,2013-04-23 01:51:32,FALSE,,,,"https://pbs.twimg.com/profile_banners/1373558167/1597368041","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1351952174113284102/QnRbZvkq_normal.jpg"
"x854676327127023617","x1394377823570251780",2021-05-17 19:42:34,"JimGray17710373","@ChrisJansing And the reason for the shortage of lethal injection drugs? Oh yeah, manufacturers believe its use for killing people to be immoral. So this is the solution. Thanks.","Twitter Web App",164,"x1394376486900097032","x238259855","ChrisJansing",FALSE,FALSE,8,0,,,,,,,,,,,,,,,,"x238259855","ChrisJansing","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JimGray17710373/status/1394377823570251780","Jim Gray (The Chief, not the sportscaster)","Skiatook, OK","Equal parts young man, old fart, husband, father, grandfather, consultant, teacher and former Chief of the Osage Nation. Biden-Harris 2020.",,FALSE,446,833,7,3055,15115,2017-04-19 12:41:30,FALSE,,,,"https://pbs.twimg.com/profile_banners/854676327127023617/1492747558",,"http://pbs.twimg.com/profile_images/854684886367588352/-l9qjjhM_normal.jpg"
"x238259855","x1394376486900097032",2021-05-17 19:37:15,"ChrisJansing","Firing squad or electric chair?  That's now the choice for death row inmates in South Carolina under a new law signed by the governor -  amid a shortage of lethal injection drugs.","Twitter Web App",179,,,,FALSE,FALSE,111,26,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ChrisJansing/status/1394376486900097032","Chris Jansing","New York, NY","@MSNBC Senior National Correspondent & anchor.  Fully vaccinated!  Still believe the @browns can win a Super Bowl.","https://t.co/sqcOkIHPAi",FALSE,112970,1481,1200,17240,452,2011-01-14 19:08:03,TRUE,"https://t.co/sqcOkIHPAi","http://nbcnews.com",,"https://pbs.twimg.com/profile_banners/238259855/1586211256","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/525382565167788032/gnEWQnf2_normal.jpeg"
"x110858341","x1394373260981071874",2021-05-17 19:24:26,"Chewybunny","@stillgray In LA there is a housing shortage. But that is besides the point since that's not the leading problem of homelessness in LA. The leading problems is drugs, mental illness but also a system of laws that make it fairly accommodating to homeless people.","Twitter Web App",250,"x1394340445740834821","x16106584","stillgray",FALSE,FALSE,1,1,,,,,,,,,,,,,,,,"x16106584","stillgray","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Chewybunny/status/1394373260981071874","CountChopula","Los Angeles","3D Artist, Holographic Sorcerer, Indie Game Developer, Opinionated <U+0001F41D> Bee-Enthusiast. Opinions are entirely my own and my own only.",,FALSE,208,593,37,7474,0,2010-02-03 00:41:05,FALSE,,,,"https://pbs.twimg.com/profile_banners/110858341/1474305683","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/725406805535264770/I8CcOKuZ_normal.jpg"
"x1341022559538536451","x1394372928817426434",2021-05-17 19:23:07,"MeetNikkySinha","Coronavirus Highlights: DRDOs anti-COVID oral drug 2DG launched; Mumbai reports 1,240 new cases  lowest single-day count since March 9 - The Financial Express https://t.co/4P30ZtypnE","dlvr.it",184,,,,FALSE,FALSE,0,0,,,,,"dlvr.it/RzrM7y","https://t.co/4P30ZtypnE","http://dlvr.it/RzrM7y",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MeetNikkySinha/status/1394372928817426434","Nikky Sinha","Delhi","Writer at @_IndiaUpdates @onlinebollywud. Will only be tweeting about #Covid19 as this is #COVIDEmergency. #StaySafe people. Together we can defeat #Coronavirus","https://t.co/dDi6dTUmUk",FALSE,244,32,0,567,0,2020-12-21 14:07:58,FALSE,"https://t.co/dDi6dTUmUk","https://indiaupdates.in/",,"https://pbs.twimg.com/profile_banners/1341022559538536451/1608560142",,"http://pbs.twimg.com/profile_images/1341023146279804929/8bBD6tbl_normal.jpg"
"x1088494633","x1394370884975136772",2021-05-17 19:14:59,"PharmaLogistics","The last year taught the industry a lot about managing a #pharmacy through a crisis. Pharmacy Times covers what purchasing lessons were learned during the pandemic: https://t.co/D7QfAa5RVx

#DrugShortages #PharmacyPurchasing #Pharmacy #HospitalPharmacy","HubSpot",252,,,,FALSE,FALSE,0,0,,,"pharmacy DrugShortages PharmacyPurchasing Pharmacy HospitalPharmacy",,"hubs.la/H0MTNb20","https://t.co/D7QfAa5RVx","https://hubs.la/H0MTNb20",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/PharmaLogistics/status/1394370884975136772","PharmaLogistics","IL","We provide a pharmaceutical management solution to hospitals and retail pharmacies. Reach us at 888-561-3874.","https://t.co/GsGyr6OMaV",FALSE,202,277,1,866,25,2013-01-14 09:12:47,FALSE,"https://t.co/GsGyr6OMaV","https://www.pharmalogistics.com/",,"https://pbs.twimg.com/profile_banners/1088494633/1593962361","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1279797013404618753/byloUXzO_normal.png"
"x65381936","x1394366817431339022",2021-05-17 18:58:50,"BainAlerts","A steady increase in drug shortages showcases the need for more resilient #SupplyChains. https://t.co/ZQ5plqlCd8 https://t.co/IgTLfzQfRv","Sprinklr",112,,,,FALSE,FALSE,3,1,,,"SupplyChains",,"atbain.co/3hxbBWF","https://t.co/ZQ5plqlCd8","https://atbain.co/3hxbBWF","http://pbs.twimg.com/media/E1nJOxqXMAsX0Ca.jpg","https://t.co/IgTLfzQfRv","https://twitter.com/BainAlerts/status/1394366817431339022/photo/1","photo","http://pbs.twimg.com/media/E1nJOxqXMAsX0Ca.jpg","https://t.co/IgTLfzQfRv","https://twitter.com/BainAlerts/status/1394366817431339022/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BainAlerts/status/1394366817431339022","Bain & Company","","Bain & Company serves global clients on issues of strategy, operations, technology, organization, digital transformation, and mergers and acquisitions.","http://t.co/ejwhR67hT3",FALSE,204473,3924,3025,14493,324,2009-08-13 14:59:45,TRUE,"http://t.co/ejwhR67hT3","http://www.bain.com",,"https://pbs.twimg.com/profile_banners/65381936/1620672009","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1366453771337945098/N_FlbyZi_normal.jpg"
"x65381936","x1392146974217056262",2021-05-11 15:57:58,"BainAlerts","A steady increase in drug shortages showcases the need for more resilient #SupplyChains. https://t.co/1O2fnUK7ou https://t.co/jnkbO0vKma","Sprinklr",112,,,,FALSE,FALSE,1,0,,,"SupplyChains",,"atbain.co/3bgj7l2","https://t.co/1O2fnUK7ou","https://atbain.co/3bgj7l2","http://pbs.twimg.com/media/E1HmS6xXIAU5Dld.jpg","https://t.co/jnkbO0vKma","https://twitter.com/BainAlerts/status/1392146974217056262/photo/1","photo","http://pbs.twimg.com/media/E1HmS6xXIAU5Dld.jpg","https://t.co/jnkbO0vKma","https://twitter.com/BainAlerts/status/1392146974217056262/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BainAlerts/status/1392146974217056262","Bain & Company","","Bain & Company serves global clients on issues of strategy, operations, technology, organization, digital transformation, and mergers and acquisitions.","http://t.co/ejwhR67hT3",FALSE,204473,3924,3025,14493,324,2009-08-13 14:59:45,TRUE,"http://t.co/ejwhR67hT3","http://www.bain.com",,"https://pbs.twimg.com/profile_banners/65381936/1620672009","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1366453771337945098/N_FlbyZi_normal.jpg"
"x1494253590","x1394364959367176195",2021-05-17 18:51:27,"mymonkeybutt12","@GunReformRyan Is there a shortage on the medication used by terminally ill patients who exercise the death with dignity act (in certain States) 
Because, one would think they could just switch out the Drug's Used for Death by lealth injection for another, less painful, option","Twitter for Android",262,"x1394359520240017416","x3910760593","GunReformRyan",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x3910760593","GunReformRyan","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mymonkeybutt12/status/1394364959367176195","Alissah","City Of Dis ","Palestine has a right to defend itself against ethnic cleansing from Israel. Full Fucking Stop!!",,FALSE,778,895,5,11239,71051,2013-06-09 00:35:40,FALSE,,,,"https://pbs.twimg.com/profile_banners/1494253590/1510445046","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/929499755176108032/VdK6XP5U_normal.jpg"
